Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
E0,19/04/1997,Liverpool,Man United,1,3,A,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/04/1997,Middlesbrough,Sunderland,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/04/1997,Newcastle,Derby,3,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/04/1997,Nott'm Forest,Leeds,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/04/1997,Sheffield Weds,Wimbledon,3,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/04/1997,Southampton,Coventry,2,2,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/04/1997,West Ham,Everton,2,2,D,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,21/04/1997,Coventry,Arsenal,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/04/1997,Blackburn,Sheffield Weds,4,1,H,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/04/1997,Leeds,Aston Villa,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/04/1997,Sunderland,Southampton,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/04/1997,Wimbledon,Chelsea,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/04/1997,Derby,Nott'm Forest,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/04/1997,Leicester,West Ham,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,24/04/1997,Tottenham,Middlesbrough,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,03/05/1997,Arsenal,Newcastle,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,03/05/1997,Chelsea,Leeds,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,03/05/1997,Coventry,Derby,1,2,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,03/05/1997,Leicester,Man United,2,2,D,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,03/05/1997,Liverpool,Tottenham,2,1,H,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,03/05/1997,Middlesbrough,Aston Villa,3,2,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,03/05/1997,Nott'm Forest,Wimbledon,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,03/05/1997,Southampton,Blackburn,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,03/05/1997,Sunderland,Everton,3,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,03/05/1997,West Ham,Sheffield Weds,5,1,H,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/05/1997,Man United,Middlesbrough,3,3,D,2,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,06/05/1997,West Ham,Newcastle,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,06/05/1997,Wimbledon,Liverpool,2,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,07/05/1997,Leicester,Sheffield Weds,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,08/05/1997,Blackburn,Middlesbrough,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,08/05/1997,Man United,Newcastle,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,11/05/1997,Aston Villa,Southampton,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,11/05/1997,Blackburn,Leicester,2,4,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,11/05/1997,Derby,Arsenal,1,3,A,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,11/05/1997,Everton,Chelsea,1,2,A,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,11/05/1997,Leeds,Middlesbrough,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,11/05/1997,Man United,West Ham,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,11/05/1997,Newcastle,Nott'm Forest,5,0,H,4,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,11/05/1997,Sheffield Weds,Liverpool,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,11/05/1997,Tottenham,Coventry,1,2,A,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,11/05/1997,Wimbledon,Sunderland,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/08/1995,Aston Villa,Man United,3,1,H,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/08/1995,Blackburn,QPR,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/08/1995,Chelsea,Everton,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/08/1995,Liverpool,Sheffield Weds,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/08/1995,Man City,Tottenham,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/08/1995,Newcastle,Coventry,3,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/08/1995,Southampton,Nott'm Forest,3,4,A,1,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/08/1995,West Ham,Leeds,1,2,A,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/08/1995,Wimbledon,Bolton,3,2,H,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/08/1995,Arsenal,Middlesbrough,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,21/08/1995,Leeds,Liverpool,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/08/1995,Bolton,Newcastle,1,3,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/08/1995,Coventry,Man City,2,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/08/1995,Everton,Arsenal,0,2,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/08/1995,Man United,West Ham,2,1,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/08/1995,Nott'm Forest,Chelsea,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/08/1995,QPR,Wimbledon,0,3,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/08/1995,Sheffield Weds,Blackburn,2,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/08/1995,Tottenham,Aston Villa,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/08/1995,Bolton,Blackburn,2,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/08/1995,Coventry,Arsenal,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/08/1995,Everton,Southampton,2,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/08/1995,Leeds,Aston Villa,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/08/1995,Man United,Wimbledon,3,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/08/1995,Middlesbrough,Chelsea,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/08/1995,Nott'm Forest,West Ham,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/08/1995,QPR,Man City,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/08/1995,Tottenham,Liverpool,1,3,A,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,27/08/1995,Sheffield Weds,Newcastle,0,2,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,28/08/1995,Blackburn,Man United,1,2,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,29/08/1995,Arsenal,Nott'm Forest,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/08/1995,Aston Villa,Bolton,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/08/1995,Chelsea,Coventry,2,2,D,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/08/1995,Liverpool,QPR,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/08/1995,Man City,Everton,0,2,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/08/1995,Newcastle,Middlesbrough,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/08/1995,Southampton,Leeds,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/08/1995,West Ham,Tottenham,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/08/1995,Wimbledon,Sheffield Weds,2,2,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,09/09/1995,Blackburn,Aston Villa,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,09/09/1995,Bolton,Middlesbrough,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,09/09/1995,Coventry,Nott'm Forest,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,09/09/1995,Everton,Man United,2,3,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,09/09/1995,QPR,Sheffield Weds,0,3,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,09/09/1995,Southampton,Newcastle,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,09/09/1995,Tottenham,Leeds,2,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,09/09/1995,Wimbledon,Liverpool,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,10/09/1995,Man City,Arsenal,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,11/09/1995,West Ham,Chelsea,1,3,A,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,12/09/1995,Middlesbrough,Southampton,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/09/1995,Arsenal,West Ham,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/09/1995,Aston Villa,Wimbledon,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/09/1995,Chelsea,Southampton,3,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/09/1995,Leeds,QPR,1,3,A,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/09/1995,Liverpool,Blackburn,3,0,H,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/09/1995,Man United,Bolton,3,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/09/1995,Middlesbrough,Coventry,2,1,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/09/1995,Newcastle,Man City,3,1,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/09/1995,Sheffield Weds,Tottenham,1,3,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,17/09/1995,Nott'm Forest,Everton,3,2,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/09/1995,Arsenal,Southampton,4,2,H,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/09/1995,Aston Villa,Nott'm Forest,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/09/1995,Blackburn,Coventry,5,1,H,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/09/1995,Liverpool,Bolton,5,2,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/09/1995,Man City,Middlesbrough,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/09/1995,Sheffield Weds,Man United,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/09/1995,West Ham,Everton,2,1,H,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,23/09/1995,Wimbledon,Leeds,2,4,A,1,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,24/09/1995,Newcastle,Chelsea,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,25/09/1995,QPR,Tottenham,2,3,A,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/09/1995,Bolton,QPR,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/09/1995,Chelsea,Arsenal,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/09/1995,Coventry,Aston Villa,0,3,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/09/1995,Leeds,Sheffield Weds,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/09/1995,Middlesbrough,Blackburn,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/09/1995,Nott'm Forest,Man City,3,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/09/1995,Tottenham,Wimbledon,3,1,H,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,01/10/1995,Everton,Newcastle,1,3,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,01/10/1995,Man United,Liverpool,2,2,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/10/1995,Southampton,West Ham,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,14/10/1995,Aston Villa,Chelsea,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,14/10/1995,Blackburn,Southampton,2,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,14/10/1995,Bolton,Everton,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,14/10/1995,Leeds,Arsenal,0,3,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,14/10/1995,Liverpool,Coventry,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,14/10/1995,Man United,Man City,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,14/10/1995,QPR,Newcastle,2,3,A,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,14/10/1995,Tottenham,Nott'm Forest,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,15/10/1995,Sheffield Weds,Middlesbrough,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,16/10/1995,Wimbledon,West Ham,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,21/10/1995,Arsenal,Aston Villa,2,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,21/10/1995,Chelsea,Man United,1,4,A,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,21/10/1995,Coventry,Sheffield Weds,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,21/10/1995,Man City,Leeds,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,21/10/1995,Middlesbrough,QPR,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,21/10/1995,Newcastle,Wimbledon,6,1,H,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,21/10/1995,Nott'm Forest,Bolton,3,2,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,21/10/1995,West Ham,Blackburn,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/10/1995,Everton,Tottenham,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/10/1995,Southampton,Liverpool,1,3,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,28/10/1995,Aston Villa,Everton,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,28/10/1995,Blackburn,Chelsea,3,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,28/10/1995,Leeds,Coventry,3,1,H,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,28/10/1995,Liverpool,Man City,6,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,28/10/1995,Man United,Middlesbrough,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,28/10/1995,QPR,Nott'm Forest,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,28/10/1995,Sheffield Weds,West Ham,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,28/10/1995,Wimbledon,Southampton,1,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,29/10/1995,Tottenham,Newcastle,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,30/10/1995,Bolton,Arsenal,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,04/11/1995,Arsenal,Man United,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,04/11/1995,Chelsea,Sheffield Weds,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,04/11/1995,Coventry,Tottenham,2,3,A,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,04/11/1995,Man City,Bolton,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,04/11/1995,Middlesbrough,Leeds,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,04/11/1995,Newcastle,Liverpool,2,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,04/11/1995,Southampton,QPR,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,04/11/1995,West Ham,Aston Villa,1,4,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,05/11/1995,Everton,Blackburn,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,06/11/1995,Nott'm Forest,Wimbledon,4,1,H,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,08/11/1995,Newcastle,Blackburn,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,18/11/1995,Aston Villa,Newcastle,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,18/11/1995,Blackburn,Nott'm Forest,7,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,18/11/1995,Bolton,West Ham,0,3,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,18/11/1995,Leeds,Chelsea,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,18/11/1995,Liverpool,Everton,1,2,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,18/11/1995,Man United,Southampton,4,1,H,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,18/11/1995,Sheffield Weds,Man City,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,18/11/1995,Tottenham,Arsenal,2,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,18/11/1995,Wimbledon,Middlesbrough,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,19/11/1995,QPR,Coventry,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,20/11/1995,Southampton,Aston Villa,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,21/11/1995,Arsenal,Sheffield Weds,4,2,H,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,21/11/1995,Middlesbrough,Tottenham,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/11/1995,Chelsea,Bolton,3,2,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/11/1995,Coventry,Man United,0,4,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/11/1995,Everton,QPR,2,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/11/1995,Man City,Wimbledon,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,22/11/1995,West Ham,Liverpool,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,25/11/1995,Chelsea,Tottenham,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,25/11/1995,Coventry,Wimbledon,3,3,D,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,25/11/1995,Everton,Sheffield Weds,2,2,D,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,25/11/1995,Man City,Aston Villa,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,25/11/1995,Middlesbrough,Liverpool,2,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,25/11/1995,Newcastle,Leeds,2,1,H,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,25/11/1995,Southampton,Bolton,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,25/11/1995,West Ham,QPR,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,26/11/1995,Arsenal,Blackburn,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,27/11/1995,Nott'm Forest,Man United,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/12/1995,Aston Villa,Arsenal,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/12/1995,Blackburn,West Ham,4,2,H,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/12/1995,Bolton,Nott'm Forest,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/12/1995,Leeds,Man City,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/12/1995,Liverpool,Southampton,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/12/1995,Man United,Chelsea,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/12/1995,QPR,Middlesbrough,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,02/12/1995,Tottenham,Everton,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,03/12/1995,Wimbledon,Newcastle,3,3,D,2,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,04/12/1995,Sheffield Weds,Coventry,4,3,H,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0,09/12/1995,Bolton,Liverpool,0,1,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
